Date,StockCode,Description,Country,QuantitySold,Revenue,UnitPrice
2011-03-15,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,55,124.03,1.3866666666666667
2011-03-17,20724,RED RETROSPOT CHARLOTTE BAG,Italy,10,8.5,0.85
2011-03-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,66,51.16,1.136
2011-03-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,36,72.46000000000001,1.655
2011-03-21,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,36,30.6,0.85
2011-03-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,148,178.61,1.4579999999999997
2011-03-23,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,100,72.0,0.72
2011-03-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-03-24,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-03-25,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-03-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-03-28,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-03-28,20724,RED RETROSPOT CHARLOTTE BAG,Italy,20,17.0,0.85
2011-03-28,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,6,8.219999999999999,1.24
2011-03-29,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,100,72.0,0.72
2011-03-29,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,278,554.17,1.548
2011-03-30,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-03-31,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,58,112.09,1.2525
2011-04-01,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,10,8.5,0.85
2011-04-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,33,30.39,1.045
2011-04-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,3,2.55,0.85
2011-04-06,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,62,152.52,2.46
2011-04-07,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,26,22.1,0.85
2011-04-08,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-04-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,21,18.63,1.24
2011-04-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,13,11.05,0.85
2011-04-11,20724,RED RETROSPOT CHARLOTTE BAG,EIRE,10,8.5,0.85
2011-04-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,48,93.92999999999999,1.3866666666666667
2011-04-12,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,10,8.5,0.85
2011-04-13,20724,RED RETROSPOT CHARLOTTE BAG,Portugal,10,8.5,0.85
2011-04-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,108,78.8,0.8240000000000001
2011-04-15,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,83,155.88,1.2525
2011-04-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,1.7,0.85
2011-04-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,41,41.089999999999996,1.1424999999999998
2011-04-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,30.96,1.162
2011-04-20,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-04-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,42,87.22,1.655
2011-04-21,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,61,51.85,0.85
2011-04-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,36,55.53,1.4475
2011-04-27,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-04-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,67,53.05,0.8240000000000001
2011-04-28,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,100,72.0,0.72
2011-04-28,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,12,10.2,0.85
2011-05-03,20724,RED RETROSPOT CHARLOTTE BAG,France,20,17.0,0.85
2011-05-03,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,68,134.25,1.4475
2011-05-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,12,10.2,0.85
2011-05-05,20724,RED RETROSPOT CHARLOTTE BAG,Switzerland,30,25.5,0.85
2011-05-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,21,18.63,1.045
2011-05-06,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,15,16.65,1.3699999999999999
2011-05-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,5,4.25,0.85
2011-05-09,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-05-09,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,112,83.76,1.2075
2011-05-10,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-05-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,95,185.4,1.2525
2011-05-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,1,1.63,1.63
2011-05-12,20724,RED RETROSPOT CHARLOTTE BAG,Germany,100,72.0,0.72
2011-05-12,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,200,144.0,0.72
2011-05-12,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-05-13,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-05-13,20724,RED RETROSPOT CHARLOTTE BAG,Hong Kong,10,8.5,0.85
2011-05-13,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,32,78.72,2.46
2011-05-16,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,52,45.76,1.24
2011-05-17,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-05-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,44,76.03999999999999,1.3866666666666667
2011-05-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-05-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,12,14.099999999999998,1.11
2011-05-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,31,27.13,1.045
2011-05-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,33,28.05,0.85
2011-05-23,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-05-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,14,12.68,1.045
2011-05-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,10,10.84,1.162
2011-05-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,16,14.379999999999999,1.11
2011-05-26,20724,RED RETROSPOT CHARLOTTE BAG,EIRE,10,8.5,0.85
2011-05-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,16,13.6,0.85
2011-05-27,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,20,17.0,0.85
2011-05-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,73,176.35999999999999,1.655
2011-05-29,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,17,14.45,0.85
2011-05-31,20724,RED RETROSPOT CHARLOTTE BAG,Italy,20,17.0,0.85
2011-05-31,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,41,68.66,1.3866666666666667
2011-06-01,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-06-01,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,100,72.0,0.72
2011-06-01,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,4,6.52,1.63
2011-06-03,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,22,20.259999999999998,1.11
2011-06-05,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-06-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,37,31.45,0.85
2011-06-07,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-06-07,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,142,109.26,0.9800000000000001
2011-06-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,84,185.56,1.6466666666666665
2011-06-09,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,11,10.129999999999999,1.24
2011-06-10,20724,RED RETROSPOT CHARLOTTE BAG,Switzerland,100,72.0,0.72
2011-06-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,51,83.6,1.2525
2011-06-12,20724,RED RETROSPOT CHARLOTTE BAG,Germany,50,42.5,0.85
2011-06-12,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,106,77.1,0.8066666666666666
2011-06-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,37,75.7,1.3279999999999998
2011-06-15,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-06-16,20724,RED RETROSPOT CHARLOTTE BAG,Spain,20,17.0,0.85
2011-06-16,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,22,20.259999999999998,1.24
2011-06-17,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,20,17.0,0.85
2011-06-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,38,69.33,1.2525
2011-06-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,1.7,0.85
2011-06-20,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-06-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,8,7.58,1.24
2011-06-21,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-06-21,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,44,59.94,1.2525
2011-06-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-06-23,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-06-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,18,17.64,1.0059999999999998
2011-06-24,20724,RED RETROSPOT CHARLOTTE BAG,EIRE,10,8.5,0.85
2011-06-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,212,155.76,1.1099999999999999
2011-06-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,6,5.1,0.85
2011-06-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,9,9.209999999999999,1.11
2011-06-28,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,300,216.0,0.72
2011-06-28,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,83,155.88,1.3866666666666667
2011-06-29,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,112,99.88,1.0059999999999998
2011-06-30,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,14,14.24,1.11
2011-07-01,20724,RED RETROSPOT CHARLOTTE BAG,France,30,25.5,0.85
2011-07-01,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,25.5,0.85
2011-07-03,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-07-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,16,18.279999999999998,1.3699999999999999
2011-07-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,105,189.75,1.2483333333333333
2011-07-06,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-07-06,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,13,11.829999999999998,1.24
2011-07-07,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,26,24.44,1.11
2011-07-08,20724,RED RETROSPOT CHARLOTTE BAG,France,20,17.0,0.85
2011-07-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,54,84.53999999999999,1.655
2011-07-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,1,0.85,0.85
2011-07-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,11,10.129999999999999,1.24
2011-07-12,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-07-12,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,31,70.55,1.6425
2011-07-13,20724,RED RETROSPOT CHARLOTTE BAG,Portugal,20,17.0,0.85
2011-07-13,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,25,22.03,1.0059999999999998
2011-07-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,26,22.88,1.0059999999999998
2011-07-15,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,1,1.63,1.63
2011-07-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,1.7,0.85
2011-07-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,6,7.4399999999999995,1.24
2011-07-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,27,32.61,1.2525
2011-07-20,20724,RED RETROSPOT CHARLOTTE BAG,Portugal,10,8.5,0.85
2011-07-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,116,87.94,1.0666666666666667
2011-07-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,49,84.29,1.4475
2011-07-24,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-07-24,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-07-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,111,81.35,0.8066666666666666
2011-07-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,122,99.27999999999999,1.2771428571428571
2011-07-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,51,74.72,1.3279999999999998
2011-07-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,52,45.76,1.045
2011-07-28,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,17,14.45,0.85
2011-07-29,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,25.5,0.85
2011-07-31,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,14,11.9,0.85
2011-08-01,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,10,8.5,0.85
2011-08-02,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-08-02,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,129,219.91,1.3279999999999998
2011-08-03,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,3.26,1.63
2011-08-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,278,211.07999999999998,0.9242857142857143
2011-08-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-08-07,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,26,22.1,0.85
2011-08-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,31.4,0.7849999999999999
2011-08-09,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,200,144.0,0.72
2011-08-09,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,31,26.35,0.85
2011-08-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,134,246.64999999999998,1.3279999999999998
2011-08-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,10,8.5,0.85
2011-08-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,10,8.5,0.85
2011-08-15,20724,RED RETROSPOT CHARLOTTE BAG,Portugal,20,17.0,0.85
2011-08-16,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,58,134.63,1.655
2011-08-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,3,2.55,0.85
2011-08-18,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-08-18,20724,RED RETROSPOT CHARLOTTE BAG,Israel,100,72.0,0.72
2011-08-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,100,85.0,0.85
2011-08-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-08-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-08-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,16,13.6,0.85
2011-08-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,224,360.94,1.3433333333333335
2011-08-25,20724,RED RETROSPOT CHARLOTTE BAG,Sweden,10,8.5,0.85
2011-08-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,25,21.25,0.85
2011-08-26,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,200,144.0,0.72
2011-08-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,47,75.37,1.2525
2011-08-30,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,27,54.8,1.7129999999999999
2011-08-31,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-08-31,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,3.26,1.63
2011-09-01,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,6,5.1,0.85
2011-09-02,20724,RED RETROSPOT CHARLOTTE BAG,Sweden,10,8.5,0.85
2011-09-02,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,50,75.86,1.6383333333333334
2011-09-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,15,12.75,0.85
2011-09-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,51,44.129999999999995,0.9614285714285714
2011-09-06,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,47,112.4,1.655
2011-09-07,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-09-07,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,110,84.39999999999999,1.2919999999999998
2011-09-08,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-09-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,42,36.48,1.0059999999999998
2011-09-09,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-09-09,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,94,178.89,1.3279999999999998
2011-09-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,206,149.1,0.8066666666666666
2011-09-12,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-09-13,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,66,112.4,1.14875
2011-09-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,106,77.1,0.7849999999999999
2011-09-15,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,65,56.03,0.9475
2011-09-16,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,48,101.98,1.655
2011-09-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,25.5,0.85
2011-09-19,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,100,72.0,0.72
2011-09-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,25,21.25,0.85
2011-09-20,20724,RED RETROSPOT CHARLOTTE BAG,EIRE,10,8.5,0.85
2011-09-20,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-09-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,55,101.49,1.3866666666666667
2011-09-21,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,117,91.91000000000001,1.3885714285714283
2011-09-22,20724,RED RETROSPOT CHARLOTTE BAG,Portugal,10,8.5,0.85
2011-09-22,20724,RED RETROSPOT CHARLOTTE BAG,Switzerland,100,72.0,0.72
2011-09-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-09-23,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-09-23,20724,RED RETROSPOT CHARLOTTE BAG,Germany,60,51.0,0.85
2011-09-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,57,119.97,1.6466666666666665
2011-09-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-09-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,25.5,0.85
2011-09-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,63,119.46,1.4475
2011-09-28,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,48,36.9,0.8240000000000001
2011-09-29,20724,RED RETROSPOT CHARLOTTE BAG,France,20,17.0,0.85
2011-09-29,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,46,39.879999999999995,0.98
2011-09-30,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,3.26,1.63
2011-10-02,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,27,22.95,0.85
2011-10-03,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,34,32.019999999999996,1.11
2011-10-04,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-10-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,98,198.39,1.2483333333333333
2011-10-05,20724,RED RETROSPOT CHARLOTTE BAG,Switzerland,30,25.5,0.85
2011-10-05,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,13,11.83,1.045
2011-10-06,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-10-06,20724,RED RETROSPOT CHARLOTTE BAG,Portugal,23,19.55,0.85
2011-10-06,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,40,34.0,0.85
2011-10-07,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-10-07,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,64,117.97,1.2483333333333333
2011-10-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,28,29.259999999999998,1.045
2011-10-11,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-10-11,20724,RED RETROSPOT CHARLOTTE BAG,Germany,10,8.5,0.85
2011-10-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,73,142.5,1.4475
2011-10-12,20724,RED RETROSPOT CHARLOTTE BAG,France,34,28.9,0.85
2011-10-12,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,15,13.530000000000001,1.045
2011-10-13,20724,RED RETROSPOT CHARLOTTE BAG,Belgium,10,8.5,0.85
2011-10-13,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,62,55.82,0.9614285714285714
2011-10-14,20724,RED RETROSPOT CHARLOTTE BAG,EIRE,20,17.0,0.85
2011-10-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,48,101.98,1.655
2011-10-16,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,3,2.55,0.85
2011-10-17,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-10-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,34,32.019999999999996,1.162
2011-10-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,71,132.55,1.3279999999999998
2011-10-19,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,36,35.28,1.045
2011-10-20,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,200,144.0,0.72
2011-10-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,24,20.4,0.85
2011-10-21,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,56,134.54,1.655
2011-10-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,6,5.1,0.85
2011-10-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,218,165.54,1.2585714285714285
2011-10-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,55,110.32,1.328
2011-10-26,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,13,11.05,0.85
2011-10-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,15,12.75,0.85
2011-10-28,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,71,126.36,1.3866666666666667
2011-10-30,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,44,37.4,0.85
2011-10-31,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,82,141.27,1.3279999999999998
2011-11-01,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-11-01,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,20,17.0,0.85
2011-11-02,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-11-02,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,12,18.779999999999998,1.3699999999999999
2011-11-03,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,2,3.26,1.63
2011-11-04,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,94,208.5,1.6466666666666665
2011-11-06,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,25.5,0.85
2011-11-08,20724,RED RETROSPOT CHARLOTTE BAG,France,20,17.0,0.85
2011-11-08,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,102,169.44,1.84375
2011-11-09,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,223,165.89,0.954
2011-11-10,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,31,26.35,0.85
2011-11-11,20724,RED RETROSPOT CHARLOTTE BAG,France,30,25.5,0.85
2011-11-11,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,81,163.69,1.9412500000000001
2011-11-13,20724,RED RETROSPOT CHARLOTTE BAG,France,5,4.25,0.85
2011-11-13,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,60,51.0,0.85
2011-11-14,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-11-14,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,32,28.759999999999998,1.11
2011-11-15,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,108,197.13,1.3028571428571427
2011-11-16,20724,RED RETROSPOT CHARLOTTE BAG,Germany,30,25.5,0.85
2011-11-16,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,22,24.16,1.11
2011-11-17,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-11-17,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,52,52.78,1.0059999999999998
2011-11-18,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,161,343.60999999999996,1.3279999999999998
2011-11-20,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,30,25.5,0.85
2011-11-21,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,12,10.98,1.11
2011-11-22,20724,RED RETROSPOT CHARLOTTE BAG,France,10,8.5,0.85
2011-11-22,20724,RED RETROSPOT CHARLOTTE BAG,Germany,20,17.0,0.85
2011-11-22,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,198,288.93,1.146
2011-11-23,20724,RED RETROSPOT CHARLOTTE BAG,Netherlands,200,144.0,0.72
2011-11-23,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,13,11.83,1.11
2011-11-24,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,63,54.33,1.0059999999999998
2011-11-25,20724,RED RETROSPOT CHARLOTTE BAG,France,20,17.0,0.85
2011-11-25,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,129,299.58,1.6466666666666665
2011-11-27,20724,RED RETROSPOT CHARLOTTE BAG,United Kingdom,70,146.44,1.3866666666666667
